DP8480003215TLL1C003R01600492097/1	1	2045888	100	80	2045733	2047247	ID=gene-XCQ_RS09080;Name=pgi;gbkey=Gene;gene=pgi;gene_biotype=protein_coding;locus_tag=XCQ_RS09080;old_locus_tag=XCQ_09080	gene-XCQ_RS09080	pgi
A00265:1138:HCFHGDSX5:4:1421:13404:26083	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:1462:9905:26850	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:1462:9670:27226	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:1553:31114:22811	1	1247560	96	52	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:1609:5005:20494	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:1642:27606:35587	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2238:27859:13573	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2306:9507:15483	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2306:9353:15749	1	1247557	98	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2346:31105:8547	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2346:31485:8985	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2346:31521:9017	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2421:10691:23109	1	1247557	100	55	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2537:1561:9455	1	1247557	100	90	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
A00265:1138:HCFHGDSX5:4:2635:27154:2895	1	1247557	97	37	1247204	1248253	ID=gene-XCQ_RS05555;Name=XCQ_RS05555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=XCQ_RS05555;old_locus_tag=XCQ_05555	gene-XCQ_RS05555	XCQ_RS05555
